id,texto,nivel,categoria,origem,split
msg_00180,Deposite a taxa do uniforme hoje e receba o contrato somente depois do pagamento. Responda quando puder.,alto,vaga_com_taxa,sintetico_v1,treino
msg_00181,Olá! O boleto anterior foi cancelado. Pague somente o novo código enviado por este número desconhecido. Pode confirmar o recebimento?,alto,boleto_falso,sintetico_v1,treino
msg_00183,Olá! Seu CPF pode ter uma pendência financeira. Consulte as condições no endereço enviado! Aguardo seu retorno.,medio,cobranca_duvidosa,sintetico_v1,treino
msg_00184,"Olá! Não consigo falar por telefone. Mande R$ 1.200,00 por Pix e não avise mais ninguém. Responda quando puder.",alto,pix_urgente,sintetico_v1,treino
msg_00185,"Sua conta será encerrada em dez minutos. Envie a senha para impedir o bloqueio! Qualquer dúvida, responda por aqui.",alto,ameaca_bloqueio,sintetico_v1,treino
msg_00186,"Boa noite! Comece investindo R$ 250,00 e acompanhe os resultados pelo grupo de mensagens! Qualquer dúvida, responda por aqui.",medio,investimento_duvidoso,sintetico_v1,treino
msg_00188,"Ei, tudo bem? Sou do atendimento e preciso validar algumas informações antes de continuar. Tudo bem?",medio,contato_desconhecido,sintetico_v1,treino
msg_00189,Olá! Sua conta está sob investigação. Envie uma foto do cartão e do documento para provar sua identidade. Responda quando puder.,alto,falso_banco,sintetico_v1,treino
msg_00190,Bom dia! Você consegue conferir os slides e deixar seus comentários até depois do almoço? Aguardo seu retorno.,baixo,trabalho_estudo,sintetico_v1,treino
msg_00192,Seu acesso pelo tablet foi confirmado no aplicativo que você abriu. Atenciosamente.,baixo,recuperacao_solicitada,sintetico_v1,treino
msg_00194,Você foi aprovado para uma vaga à qual não se lembra de ter se candidatado. Confirme seu interesse. Tudo bem?,medio,vaga_duvidosa,sintetico_v1,treino
msg_00195,Detectamos uma tentativa de acesso por um notebook. Verifique a atividade no link desta mensagem. Pode confirmar o recebimento?,medio,acesso_incomum,sintetico_v1,treino
msg_00196,"Olá, tudo certo? Existe um débito pendente com vencimento amanhã. A origem não foi informada nesta mensagem. Obrigado.",medio,cobranca_duvidosa,sintetico_v1,treino
msg_00197,"Boa tarde! A vaga é sua, mas precisamos de um Pix para liberar o exame admissional. Atenciosamente.",alto,vaga_com_taxa,sintetico_v1,treino
msg_00199,"Oi! A mensalidade de R$ 250,00 apareceu normalmente no aplicativo do banco!",baixo,pagamento_conhecido,sintetico_v1,treino
msg_00200,"Boa tarde! O produto está disponível, mas confirme pessoalmente antes de efetuar qualquer pagamento.",baixo,compra_presencial,sintetico_v1,treino
msg_00201,"Boa tarde! O produto está disponível, mas confirme pessoalmente antes de efetuar qualquer pagamento. Me avise quando puder.",baixo,compra_presencial,sintetico_v1,treino
msg_00202,"Ei, tudo bem? Sou do atendimento e preciso validar algumas informações antes de continuar. Confira quando puder.",medio,contato_desconhecido,sintetico_v1,treino
msg_00204,Mude os dados bancários do fornecedor e processe o pagamento antes da aprovação normal. Obrigado.,alto,fraude_executivo,sintetico_v1,treino
msg_00205,"Olá, tudo certo? A apresentação ficou marcada para hoje às 11h. Qualquer dúvida, me chama. Fico à disposição.",baixo,trabalho_estudo,sintetico_v1,treino
msg_00207,"Opa! A divisão da conta ficou em R$ 480,00 para cada pessoa.",baixo,pagamento_conhecido,sintetico_v1,treino
msg_00208,O código de acesso foi enviado porque você pediu. Nenhum atendente solicitará esse código por telefone ou conversa. Obrigado.,baixo,recuperacao_solicitada,sintetico_v1,treino
msg_00210,Há um valor público disponível no seu CPF. Informe a senha bancária para receber. Fico à disposição.,alto,beneficio_com_taxa,sintetico_v1,treino
msg_00211,Bom dia! Sua conta será bloqueada. Confirme agora a senha e os dados do cartão no formulário enviado. Obrigado.,alto,phishing_credenciais,sintetico_v1,treino
msg_00212,"Bom dia! Para corrigir a conta, compartilhe sua tela enquanto abre o aplicativo do banco. Qualquer dúvida, responda por aqui.",alto,acesso_remoto,sintetico_v1,treino
msg_00213,"Não compartilhe o código recebido por SMS, mesmo que alguém diga ser funcionário do banco! Atenciosamente.",baixo,aviso_seguranca,sintetico_v1,treino
msg_00214,Estou em uma emergência e só consigo falar por mensagem. Envie dinheiro sem comentar com ninguém. Obrigado.,alto,falso_familiar,sintetico_v1,treino
msg_00215,Opa! Acesse conta-pendente.example para conferir uma informação importante. Responda quando puder.,medio,link_nao_solicitado,sintetico_v1,treino
msg_00216,Bom dia! A entrega que combinamos foi reagendada para hoje às 16h30. Aguardo seu retorno.,baixo,entrega_esperada,sintetico_v1,treino
msg_00217,"Você foi contratado sem entrevista. Pague R$ 18,90 pelo material obrigatório para começar! Qualquer dúvida, responda por aqui.",alto,vaga_com_taxa,sintetico_v1,treino
msg_00218,Boa tarde! Enviei a versão atualizada do trabalho para o grupo da turma. Não precisa responder agora.,baixo,trabalho_estudo,sintetico_v1,treino
msg_00219,"Oi! Para bloquear uma operação de R$ 189,90, instale o aplicativo de segurança indicado pelo atendente. Me avise quando puder.",alto,falso_banco,sintetico_v1,treino
msg_00221,Deixei a chave com Marcos. Pode buscar terça-feira às 16h30. Confira quando puder.,baixo,lembrete_pessoal,sintetico_v1,treino
msg_00223,"Opa! A vaga é sua, mas precisamos de um Pix para liberar o exame admissional. Aguardo seu retorno.",alto,vaga_com_taxa,sintetico_v1,treino
msg_00225,Boa tarde! Seu protocolo 10482 foi atualizado. Consulte o andamento pelo telefone que está no cartão. Obrigado.,baixo,suporte_solicitado,sintetico_v1,treino
msg_00226,Boa tarde! Você ganhou sem participar de sorteio. Confirme os dados do cartão para receber. Tudo bem?,alto,premio_com_taxa,sintetico_v1,treino
msg_00227,Oi! A reserva para segunda-feira está no nome de Renata e será paga no local.,baixo,lembrete_pessoal,sintetico_v1,treino
msg_00228,Boa tarde! Seu protocolo 89206 foi atualizado. Consulte o andamento pelo menu de segurança do aplicativo! Me avise quando puder.,baixo,suporte_solicitado,sintetico_v1,treino
msg_00230,A verificação em duas etapas foi ativada por você. Guarde os códigos de recuperação em local seguro. Confira quando puder.,baixo,recuperacao_solicitada,sintetico_v1,treino
msg_00231,"Ei, tudo bem? Continue a negociação fora do aplicativo e clique no link para cadastrar sua conta bancária.",alto,fraude_marketplace,sintetico_v1,treino
msg_00232,A atualização anual da conta está disponível por meio do link enviado. Fico à disposição.,medio,atualizacao_cadastral,sintetico_v1,treino
msg_00233,Olá! Meu presente ficou retido na alfândega. Pague a taxa para que ele seja entregue a você. Tudo bem?,alto,fraude_romantica,sintetico_v1,treino
msg_00234,O pagamento do casaco está preso. Pague uma taxa fora da plataforma para liberar a venda. Fico à disposição.,alto,fraude_marketplace,sintetico_v1,treino
msg_00235,Boa noite! O pedido 74518 está parado no centro de distribuição. Consulte a pendência em entrega-atualiza.example. Tudo bem?,medio,entrega_pendente,sintetico_v1,treino
msg_00236,"Seu currículo foi selecionado para uma oportunidade de R$ 189,90 por semana. Responda para saber mais. Fico à disposição.",medio,vaga_duvidosa,sintetico_v1,treino
